Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Product_Category,Profit,Quantity,Mode_of_Sale,Mode_of_Payment
Kampala,2020-09-29,32038.85,0,27.9,1.42,137.32,22.3,Beverages,-301.47,,In-Store,Cash
Lubango,2024-07-14,14319.41,0,22.6,2.12,141.44,19.2,Clothing,667.46,7,Online,Mobile Transfer
Bujumbura,2021-09-28,104915.4,0,22.3,1.52,158.38,8.8,nan,775.05,8,In-Store,Card Payment
Mbeya,2025-02-08,,0,21.5,1.54,198.12,20.1,Beverages,-248.01,8,In-Store,Cash
Nakuru,2025-05-24,153592.0,0,26.2,,159.75,13.4,Groceries,,9,In-Store,Mobile Transfer
Kigali,2023-08-10,3239.06,0,18.6,2.04,162.41,5.4,nan,-70.39,7,In-Store,Mobile Transfer
Tete,2022-01-20,159857.91,1,37.9,2.96,84.9,19.1,Clothing,1468.92,1,In-Store,
Mbeya,2022-08-19,1375.94,0,11.9,4.65,134.86,10.1,Electronics,586.83,8,Online,Mobile Transfer
Kitwe,2023-05-13,198393.27,0,30.6,1.84,109.64,20.9,Furniture,130.52,7,In-Store,Card Payment
Malindi,2022-04-04,,1,34.9,1.21,177.82,3.7,nan,828.99,2,In-Store,
Kabwe,2024-09-08,51001.77,0,25.4,2.38,177.09,22.1,nan,819.1,,Online,Mobile Transfer
Bujumbura,2020-08-01,167025.71,1,33.1,2.65,86.58,13.3,Furniture,194.66,3,In-Store,Card Payment
Mutare,2023-10-01,84753.39,0,15.9,3.46,167.14,8.8,Clothing,,5,Online,Mobile Transfer
Bujumbura,2025-05-28,93295.2,0,27.1,2.34,157.76,11.4,Clothing,1117.92,6,nan,Card Payment
Windhoek,2023-02-23,,1,30.8,3.71,148.99,14.5,Electronics,,6,nan,Mobile Transfer
unknown,2023-04-09,49485.85,0,34.7,1.97,183.89,9.1,Clothing,820.12,8,In-Store,Cash
Zanzibar,2022-07-04,195711.54,1,28.4,4.58,188.25,3.5,Furniture,921.08,8,In-Store,Mobile Transfer
Gweru,2023-09-02,105025.82,0,23.4,2.84,89.65,21.1,Furniture,-152.37,9,In-Store,Card Payment
Addis_Ababa,2021-07-11,104552.74,1,10.5,4.9,196.57,2.5,Beverages,1256.32,1,In-Store,Cash
Mbabane,2021-01-02,90322.51,1,13.3,,194.74,15.0,Groceries,1152.08,4,In-Store,Cash
Tanga,2024-07-11,181900.4,1,38.1,3.69,127.67,8.9,Electronics,1011.35,10,In-Store,Card Payment
Kampala,2022-08-06,49255.38,1,23.9,4.22,123.26,11.8,Clothing,,1,In-Store,
Windhoek,2021-06-10,189742.05,0,18.1,1.19,162.71,3.0,Furniture,-227.5,6,nan,Mobile Transfer
Kabwe,2021-06-25,110691.84,1,16.6,,109.27,10.0,Electronics,-138.9,3,In-Store,Mobile Transfer
Mbeya,2022-02-08,126957.6,1,27.8,3.29,135.05,,Electronics,-313.96,5,In-Store,Mobile Transfer
Juba,2023-05-09,108772.02,1,34.8,2.1,162.21,2.3,Clothing,1380.58,10,In-Store,Card Payment
Gaborone,2021-08-09,102268.23,0,37.0,2.32,133.71,4.8,Beverages,1202.99,,In-Store,Mobile Transfer
Zanzibar,2022-05-19,187814.12,0,18.7,3.54,161.55,24.9,Electronics,-318.44,3,nan,Cash
Beira,2021-10-28,103037.04,0,26.6,2.7,161.67,7.8,Clothing,855.94,2,In-Store,
Windhoek,2020-10-10,117044.55,1,10.6,2.67,128.25,21.2,Furniture,-8.83,8,Online,Mobile Transfer
Bujumbura,2024-08-11,52844.49,1,18.4,1.73,137.81,19.6,Furniture,-465.45,7,In-Store,Cash
Kigali,2020-11-01,163184.72,0,30.6,2.75,128.68,24.5,Groceries,84.78,1,In-Store,Cash
Kampala,2020-10-10,98551.57,0,11.2,3.0,140.13,22.6,Clothing,380.06,,In-Store,Card Payment
Kigali,2021-08-23,124722.73,1,13.6,2.15,126.48,9.7,Clothing,-459.92,10,In-Store,Cash
Arusha,2021-03-19,141980.81,,12.2,2.88,124.77,4.2,Clothing,147.44,10,In-Store,Card Payment
Lusaka,2021-01-12,unknown,0,33.9,3.06,177.98,10.9,Clothing,900.71,,In-Store,Card Payment
Lusaka,2024-01-06,124371.72,0,31.2,2.56,147.93,21.6,Clothing,-43.14,6,Online,Mobile Transfer
Chipata,2021-12-28,63669.5,0,,1.77,198.7,16.9,Clothing,469.79,7,In-Store,Card Payment
Zanzibar,2023-08-15,1752.38,0,35.0,2.39,104.48,8.5,nan,1275.16,8,In-Store,
Dar_es_Salaam,2022-09-17,188765.76,1,15.4,2.69,107.22,10.3,Clothing,-443.22,4,In-Store,Card Payment
Chimoio,2024-02-07,,1,27.1,,137.46,,Electronics,1071.27,9,Online,Card Payment
Kabwe,2024-08-04,109292.62,0,19.6,2.13,158.67,8.5,Clothing,267.79,10,In-Store,Cash
Eldoret,,162491.38,1,36.7,4.51,93.54,13.2,nan,582.3,1,In-Store,Mobile Transfer
Kampala,2024-01-04,147381.37,0,25.7,1.99,138.76,17.0,Furniture,,8,In-Store,Card Payment
Lusaka,2021-09-22,30204.72,0,36.1,3.59,132.08,9.7,Furniture,657.9,,In-Store,Card Payment
Juba,2023-10-11,100092.05,0,17.6,4.69,156.39,19.8,Beverages,961.4,4,In-Store,Cash
Maputo,2022-01-02,144172.38,0,38.5,4.78,153.23,11.8,Clothing,-96.92,5,Online,Mobile Transfer
Juba,2024-11-30,,0,30.4,4.24,196.53,10.1,nan,186.54,2,In-Store,Card Payment
Dar_es_Salaam,2024-08-19,76680.44,0,25.9,4.3,114.88,3.2,Groceries,634.76,5,In-Store,Cash
Dar_es_Salaam,2024-07-08,105638.78,1,22.2,1.66,,20.5,Electronics,333.56,3,In-Store,Mobile Transfer
Kampala,2023-01-26,43194.43,,,3.65,86.66,7.7,Groceries,86.31,9,In-Store,Cash
Nairobi,2021-08-16,51015.35,0,21.0,1.21,109.53,13.5,Beverages,403.37,5,In-Store,Cash
Morogoro,2024-04-28,166126.62,0,17.2,2.07,158.57,19.0,Groceries,81.66,5,In-Store,Card Payment
Maputo,2023-09-01,64015.19,0,31.5,2.87,129.71,4.4,Furniture,103.75,7,nan,Mobile Transfer
Bujumbura,2022-05-10,4960.69,0,35.5,4.27,167.26,,Groceries,721.27,9,Online,Mobile Transfer
Lilongwe,2024-08-18,142081.22,0,39.8,3.82,85.37,13.3,Electronics,454.13,5,In-Store,Mobile Transfer
Mutare,,196173.85,1,18.2,3.54,160.06,12.1,Clothing,854.14,10,In-Store,Card Payment
Harare,2023-02-20,85149.11,1,34.8,3.26,124.9,21.7,nan,1174.89,9,In-Store,Cash
Chipata,2022-01-28,158979.51,,33.8,3.45,134.64,14.1,Groceries,1385.93,7,Online,Mobile Transfer
Mbeya,2021-01-30,146976.9,0,12.1,4.78,84.19,4.8,Furniture,-197.3,6,In-Store,Cash
Nakuru,2022-03-30,117828.05,0,16.0,4.08,,23.5,Beverages,752.38,10,Online,Card Payment
Windhoek,2024-06-08,138661.92,0,38.1,3.37,117.2,6.8,nan,664.8,6,In-Store,Mobile Transfer
Kitwe,2022-04-13,47038.57,0,27.4,1.76,,3.0,nan,1233.89,4,In-Store,Mobile Transfer
Mombasa,,83099.82,1,28.0,1.41,193.73,11.8,nan,1291.78,10,Online,Card Payment
Nakuru,2023-11-20,62335.64,1,37.9,2.5,101.72,,Clothing,1021.01,9,In-Store,Cash
Harare,2025-02-25,unknown,1,23.5,2.06,111.6,7.3,Clothing,690.92,9,Online,Card Payment
Lubango,2021-08-05,141966.77,0,25.8,3.67,,17.1,Electronics,-101.47,3,In-Store,Mobile Transfer
Tete,2022-10-28,199359.35,0,38.0,4.26,199.17,4.0,Furniture,53.28,4,Online,Mobile Transfer
Arusha,2025-01-03,55406.24,0,13.9,3.31,148.69,16.6,Electronics,705.53,1,In-Store,Card Payment
Lindi,2021-02-28,4674.36,1,17.8,2.81,147.37,7.4,Beverages,-221.31,9,In-Store,Mobile Transfer
Windhoek,2025-05-21,75001.71,0,28.4,3.8,123.62,8.1,Groceries,-132.07,6,In-Store,Cash
Lusaka,2020-11-18,115435.1,0,20.7,3.02,188.67,10.3,Groceries,1322.86,3,In-Store,Mobile Transfer
Dar_es_Salaam,2022-07-12,18119.22,0,36.3,3.71,183.1,8.9,Beverages,1412.62,2,Online,Card Payment
Livingstone,2021-12-12,,1,11.7,3.88,172.98,23.7,nan,-489.53,8,In-Store,Card Payment
Manzini,2021-05-27,,1,27.7,1.98,196.47,3.4,Beverages,,6,In-Store,Cash
Kigali,2024-10-09,57968.89,1,30.3,4.21,165.35,24.3,Groceries,1376.03,,Online,Card Payment
Lilongwe,2024-10-11,56857.12,,15.8,2.89,97.23,19.9,nan,,3,In-Store,Card Payment
Dodoma,2025-02-13,103151.23,0,,4.1,133.76,11.8,Furniture,397.8,,In-Store,Cash
Malindi,2021-12-14,,1,20.7,4.77,199.22,6.9,Beverages,1337.6,1,Online,Mobile Transfer
Mbeya,2024-02-24,143673.47,1,12.9,2.08,184.17,12.5,Clothing,-484.93,3,In-Store,
Tete,2025-01-21,24459.29,0,15.6,1.46,111.43,7.0,Furniture,1180.97,,In-Store,Mobile Transfer
Gaborone,2023-09-08,77623.84,0,24.4,1.99,142.5,23.0,Clothing,93.15,5,In-Store,Cash
Kisumu,2021-02-28,159895.04,1,37.0,4.01,159.9,22.6,nan,782.32,8,nan,Card Payment
Kitwe,2022-04-24,196891.41,0,19.6,2.46,139.67,22.8,Electronics,146.4,6,In-Store,
Francistown,2023-03-26,48121.1,0,24.0,1.52,155.73,4.1,Beverages,545.89,3,In-Store,Mobile Transfer
Asmara,2023-12-30,129385.69,0,29.7,1.14,155.01,3.1,Furniture,1116.63,4,In-Store,Cash
Blantyre,2024-05-01,35592.07,1,36.3,2.0,193.29,8.0,Groceries,-137.46,4,In-Store,Card Payment
Addis_Ababa,2024-08-22,86913.31,1,15.1,3.62,191.3,9.6,Furniture,827.84,6,In-Store,Card Payment
Nakuru,,171293.75,0,,1.25,115.83,23.3,Furniture,1296.67,9,Online,Mobile Transfer
Livingstone,2021-09-01,174673.91,1,14.1,3.87,155.61,9.4,Beverages,1302.1,8,In-Store,Card Payment
Kisumu,2024-10-29,157253.5,0,28.3,3.44,112.19,,Clothing,1288.24,7,nan,Cash
Mutare,2024-08-20,178685.36,0,13.2,1.29,141.49,15.7,nan,,9,In-Store,Cash
Livingstone,2022-09-28,93813.44,1,22.0,4.06,104.66,23.7,Furniture,1035.4,9,In-Store,
Lilongwe,2025-06-24,,unknown,15.9,3.54,176.18,4.2,Groceries,393.72,,In-Store,Mobile Transfer
Kitwe,2021-09-10,unknown,0,12.2,4.96,157.11,13.7,Beverages,420.33,9,Online,Mobile Transfer
Juba,2020-09-12,67660.26,1,19.1,1.78,155.48,2.9,nan,67.71,8,Online,Card Payment
Kabwe,2024-02-07,,0,37.6,2.56,84.51,3.9,Beverages,70.45,10,Online,Card Payment
Bujumbura,,198954.02,unknown,25.0,4.99,151.91,,Electronics,-424.35,3,In-Store,Cash
unknown,2025-01-11,unknown,1,34.1,unknown,99.66,24.7,Furniture,562.94,6,In-Store,Card Payment
Kampala,2022-08-22,58296.16,,34.1,1.73,114.98,,Clothing,117.52,4,In-Store,Card Payment
Maputo,2021-04-01,94977.19,0,23.3,4.63,159.62,22.0,Furniture,-124.63,3,In-Store,Card Payment
Ndola,2021-11-30,99248.72,0,33.8,3.27,161.87,8.2,Electronics,-256.57,10,In-Store,Mobile Transfer
Chimoio,2023-03-30,26058.11,0,17.1,4.33,81.56,20.2,Groceries,194.0,5,Online,Card Payment
Chipata,2023-10-29,,1,26.9,1.84,121.38,9.8,Clothing,1298.02,,In-Store,Mobile Transfer
Tanga,2025-04-08,106774.86,0,31.6,4.02,153.67,8.0,Clothing,532.8,7,In-Store,Cash
Kisumu,,130732.85,1,28.2,3.7,183.92,14.9,Electronics,,10,In-Store,Mobile Transfer
Bulawayo,2020-11-25,37399.63,1,25.1,2.4,unknown,18.3,Clothing,,7,nan,Card Payment
Francistown,2021-02-24,24925.96,1,28.8,4.58,154.64,8.8,Beverages,539.69,10,In-Store,Card Payment
Dodoma,2021-05-23,82791.01,1,36.9,4.88,116.32,18.4,Beverages,835.22,,In-Store,Card Payment
Beira,2021-12-24,24589.21,0,31.3,4.04,93.42,13.0,Beverages,-198.57,7,In-Store,Card Payment
Lubango,2023-04-09,25746.31,0,28.4,3.09,93.22,10.4,Electronics,1467.11,1,In-Store,Card Payment
Mutare,2021-10-08,99218.37,0,20.5,2.08,139.07,3.4,Groceries,1330.23,6,In-Store,Mobile Transfer
Nampula,,64553.39,0,11.0,4.92,196.1,11.7,Clothing,1486.2,10,In-Store,Cash
Kafue,2023-07-06,144867.42,0,12.8,4.82,193.35,10.6,Beverages,220.63,7,nan,Cash
Zanzibar,2023-03-23,57517.84,1,34.9,4.1,,8.5,Furniture,1144.6,10,In-Store,Card Payment
Beira,2023-05-06,41769.63,1,18.4,1.12,87.43,22.7,Furniture,157.47,2,In-Store,
Lindi,2024-05-20,62154.58,0,16.9,2.81,130.81,5.1,Clothing,,8,In-Store,Cash
Tete,,175176.24,1,21.6,1.85,90.63,11.3,Groceries,,8,Online,
Lindi,2023-11-21,116957.17,1,15.1,1.97,166.76,19.4,Beverages,-189.96,6,In-Store,Cash
Kisumu,2023-12-11,25716.27,1,11.0,1.78,108.35,10.7,Groceries,-219.36,7,In-Store,Card Payment
Lusaka,2020-12-22,61045.76,1,39.8,3.35,125.9,20.7,Groceries,-291.19,5,nan,Mobile Transfer
Gweru,unknown,43133.8,1,21.0,2.98,85.89,21.7,Clothing,1096.7,5,In-Store,Cash
Blantyre,2024-11-05,33180.25,0,22.3,3.26,104.44,unknown,Furniture,833.27,,In-Store,Card Payment
Kigali,2024-01-27,143246.8,0,19.0,,106.11,19.9,nan,544.63,2,Online,Mobile Transfer
Tanga,2025-01-19,181595.7,1,28.9,4.3,142.7,17.3,Groceries,1047.83,4,In-Store,Card Payment
Arusha,2023-11-16,45059.57,0,,3.52,108.85,6.2,Electronics,1199.85,7,In-Store,
Chimoio,2024-06-27,31061.21,1,18.0,2.56,184.05,4.9,Furniture,1399.06,8,In-Store,Card Payment
Mutare,2025-01-14,34535.8,1,25.8,1.9,135.62,16.4,Beverages,-97.5,4,In-Store,Cash
Dar_es_Salaam,2023-09-16,68897.05,0,31.4,1.88,132.74,20.3,Beverages,383.35,10,In-Store,Card Payment
Mombasa,2020-09-25,107654.35,1,35.0,3.8,159.98,7.0,Beverages,1346.03,6,In-Store,Card Payment
Ndola,2023-03-17,120198.12,0,23.2,2.93,126.48,12.8,Furniture,422.65,10,In-Store,Cash
Dar_es_Salaam,2025-06-03,unknown,0,18.6,3.02,101.95,2.9,Electronics,,3,In-Store,Mobile Transfer
Mutare,2022-05-14,21776.16,1,24.2,2.31,151.88,unknown,Furniture,1384.89,7,In-Store,Card Payment
Chipata,2025-06-04,20477.89,0,14.8,1.65,143.54,7.9,nan,969.35,2,In-Store,Cash
Nairobi,2023-09-12,38779.64,,14.6,3.08,133.56,6.6,Furniture,604.1,1,In-Store,Mobile Transfer
Harare,2024-07-20,13371.38,0,38.3,2.86,199.22,18.0,Furniture,,10,In-Store,Cash
Arusha,2021-02-12,,1,35.4,4.94,97.38,25.0,Clothing,,5,In-Store,Cash
Morogoro,,,0,20.7,1.49,138.07,unknown,Furniture,-482.12,10,In-Store,Mobile Transfer
Tete,2020-12-12,177312.69,1,35.5,1.34,,24.5,Furniture,,4,Online,Card Payment
Harare,2020-12-19,36837.27,1,18.7,1.67,154.93,13.2,Beverages,1392.15,5,In-Store,Card Payment
Mbabane,2021-01-23,197256.73,1,24.2,2.17,121.37,5.3,Furniture,496.41,9,Online,Card Payment
Maputo,2022-09-06,139445.33,1,14.5,2.98,149.81,17.4,Clothing,747.71,1,In-Store,Mobile Transfer
Dodoma,2021-01-17,131033.04,0,15.0,3.59,83.83,15.5,Furniture,565.23,8,Online,
Asmara,2024-11-13,103232.3,1,21.0,4.05,144.55,21.7,Clothing,294.72,3,Online,Card Payment
Tanga,2021-10-08,25835.46,0,,2.2,199.87,17.8,Groceries,830.56,7,Online,Card Payment
Maputo,2022-10-15,36969.26,1,20.0,4.64,156.62,10.5,Beverages,1032.95,,Online,Card Payment
Gweru,2023-02-24,6640.31,,26.3,3.41,177.88,20.1,Groceries,228.85,5,In-Store,Cash
Kigali,2022-07-31,127634.29,1,27.1,3.18,146.79,10.4,Furniture,681.04,7,In-Store,Card Payment
Windhoek,2025-03-15,139577.85,1,17.6,1.79,151.04,15.6,nan,-334.48,,In-Store,Card Payment
Nakuru,2025-02-11,53328.91,0,35.2,1.19,164.06,19.9,Groceries,595.2,2,In-Store,Cash
Bujumbura,2024-11-10,110892.2,0,22.0,2.72,193.88,23.1,Clothing,995.5,3,In-Store,Cash
Lusaka,,195495.68,0,36.5,3.08,84.51,20.5,Beverages,670.49,9,In-Store,
Ndola,2024-06-23,48343.97,1,33.5,2.02,184.34,19.0,Groceries,1256.9,,In-Store,Card Payment
Gaborone,2024-11-11,160709.61,0,22.7,1.34,130.98,20.7,Beverages,72.39,2,In-Store,Mobile Transfer
Juba,2021-03-10,122578.17,0,33.5,1.89,172.93,,Groceries,,5,Online,Mobile Transfer
Dodoma,2022-11-22,67357.94,0,29.2,2.12,,13.6,nan,-325.04,10,In-Store,Card Payment
Nampula,2020-09-22,43612.11,1,20.8,,179.2,7.1,Groceries,900.04,9,Online,
Lilongwe,2020-08-04,88610.86,1,29.9,3.44,196.59,19.9,nan,385.78,4,In-Store,Cash
Mombasa,2023-08-01,43260.49,1,37.2,2.26,144.82,5.7,nan,560.73,2,In-Store,Card Payment
Windhoek,2020-08-19,140306.63,1,22.1,2.67,106.64,7.9,Furniture,,2,Online,Card Payment
Juba,2022-03-22,,0,32.6,1.24,152.28,16.9,Beverages,1494.7,10,In-Store,Mobile Transfer
Mbeya,2024-11-03,81275.55,0,15.7,1.66,150.07,8.2,Groceries,1043.84,4,Online,Mobile Transfer
Maputo,2020-08-10,14571.58,0,18.1,1.81,172.72,7.8,Groceries,301.26,7,In-Store,
Gweru,2025-05-01,135484.98,0,26.0,1.31,149.04,5.8,Electronics,639.92,5,Online,
Nakuru,2022-11-17,,1,36.8,3.85,141.01,11.8,Furniture,737.43,7,nan,Mobile Transfer
Morogoro,2023-11-23,22985.15,1,39.3,1.32,109.42,21.6,nan,1421.53,4,Online,Card Payment
Nairobi,2021-10-30,112007.47,1,37.9,1.41,139.77,2.6,Furniture,1036.78,1,In-Store,Card Payment
Mutare,2025-06-11,7827.58,1,29.3,4.78,175.7,15.3,Furniture,199.33,4,In-Store,Cash
Mbabane,2022-07-23,unknown,0,22.1,2.02,117.29,21.7,Furniture,1455.41,5,In-Store,Card Payment
Lindi,2023-11-09,182679.54,0,11.0,2.68,180.36,2.3,nan,,,nan,Card Payment
Nakuru,2023-08-18,1903.79,0,39.0,3.61,160.09,9.4,Beverages,653.89,,In-Store,Cash
Nampula,2021-09-09,,0,16.6,2.36,128.32,7.7,nan,901.34,,In-Store,Card Payment
Mbeya,2022-09-23,137739.58,0,24.2,2.84,84.7,3.7,Groceries,42.25,4,nan,Mobile Transfer
Lindi,2023-02-12,137179.72,0,15.9,1.11,141.49,3.5,Clothing,1412.72,4,In-Store,Card Payment
Kisumu,2021-08-28,92455.41,1,11.2,1.6,115.6,15.0,nan,-67.78,6,Online,Card Payment
Mbabane,2021-05-21,6019.46,1,16.3,2.77,124.17,3.7,Beverages,383.55,1,In-Store,Mobile Transfer
Gweru,2023-12-01,121976.76,0,11.7,3.3,97.76,17.4,Clothing,-140.25,9,In-Store,Card Payment
Eldoret,2021-06-10,137817.54,1,37.6,2.08,103.95,7.7,nan,1249.98,6,In-Store,Cash
Bujumbura,2024-05-13,52486.56,1,21.7,3.06,191.84,2.8,nan,,4,Online,Mobile Transfer
Mbabane,2023-12-09,7856.17,0,21.0,3.86,98.32,19.9,Groceries,-430.52,4,In-Store,
Arusha,2023-04-29,101205.05,1,17.5,4.59,191.54,11.0,Beverages,-422.12,9,In-Store,Cash
Chipata,2025-03-01,177563.93,1,19.3,unknown,141.27,13.6,Beverages,327.51,,In-Store,Mobile Transfer
Livingstone,2021-10-28,42616.2,1,19.6,1.25,81.28,,Clothing,545.56,6,In-Store,Mobile Transfer
Lusaka,2022-11-12,79660.73,1,38.0,1.71,192.2,4.5,Furniture,-416.72,5,Online,Card Payment
Mutare,2024-12-28,,0,32.3,4.26,157.41,7.0,nan,-314.27,1,nan,Card Payment
Harare,2022-05-26,108488.75,0,10.1,3.64,154.82,11.5,Furniture,-305.07,9,In-Store,
Nampula,2023-11-16,9082.34,0,22.1,4.23,177.35,23.8,Beverages,837.0,6,In-Store,Card Payment
Juba,2022-07-26,104047.93,0,16.1,1.15,86.28,24.1,Groceries,99.63,9,Online,Card Payment
Mbeya,2024-04-28,3436.18,0,14.2,4.6,140.81,6.5,Beverages,625.15,2,In-Store,Mobile Transfer
Tanga,2023-05-26,118443.46,0,32.6,2.5,159.45,10.4,Clothing,-352.61,8,In-Store,Mobile Transfer
Tanga,2024-08-31,,0,38.0,2.8,178.96,7.6,Groceries,1284.23,7,In-Store,Mobile Transfer
Chimoio,2023-02-12,193847.27,1,24.0,1.72,152.65,5.9,Furniture,108.87,1,In-Store,Mobile Transfer
Malindi,2023-03-04,181237.27,0,23.0,2.12,101.72,6.5,Beverages,1056.4,6,In-Store,
Lubango,2021-04-02,178867.98,0,10.4,1.1,81.98,3.8,Furniture,1153.41,8,In-Store,Card Payment
Kampala,2023-02-19,39910.91,1,13.3,unknown,103.87,21.4,nan,1475.82,10,In-Store,Card Payment
Addis_Ababa,2024-12-26,31885.6,1,10.8,2.21,153.22,21.8,Beverages,982.08,10,In-Store,Mobile Transfer
Beira,2021-05-01,183198.95,1,12.8,2.91,87.14,16.7,Groceries,385.61,1,In-Store,Card Payment
Morogoro,2023-10-20,144666.24,,29.0,4.46,168.29,6.7,nan,-194.74,,In-Store,Card Payment
Lilongwe,2023-07-22,87328.39,1,18.3,1.47,130.23,12.6,Groceries,-404.26,3,In-Store,Mobile Transfer
Arusha,2025-07-06,11412.78,1,unknown,,195.91,14.7,Beverages,1272.52,1,In-Store,Card Payment
Mombasa,2024-07-05,170610.41,1,36.0,1.26,166.26,9.5,Groceries,393.33,,In-Store,Mobile Transfer
Beira,2023-10-08,31907.74,0,10.4,4.8,172.74,17.7,nan,999.93,4,In-Store,Card Payment
Addis_Ababa,unknown,45097.31,0,39.1,3.01,182.28,15.3,Clothing,492.66,6,In-Store,Cash
Tanga,2021-04-05,,1,19.9,3.06,111.83,,Electronics,1259.33,6,In-Store,Card Payment
Lubango,2023-07-18,50667.98,0,36.7,1.2,154.71,12.0,Electronics,999.33,2,In-Store,Cash
Dodoma,2020-09-25,151519.55,1,34.4,3.5,197.98,10.5,Groceries,-329.08,7,In-Store,Mobile Transfer
Lilongwe,2021-11-29,114808.49,1,39.7,3.93,197.15,10.0,Electronics,1004.29,,In-Store,Mobile Transfer
Ndola,2021-03-07,129446.48,1,27.3,3.17,123.25,9.0,Groceries,33.63,6,In-Store,Cash
Mbeya,2022-07-14,22348.74,0,20.3,2.14,86.62,23.4,Beverages,1046.11,9,Online,
Ndola,2023-02-22,157972.21,0,29.1,3.71,154.83,7.2,nan,1397.03,4,Online,Mobile Transfer
Tete,2021-08-02,113673.34,1,10.2,2.36,186.24,6.6,Beverages,1360.26,8,Online,Card Payment
Asmara,2021-03-31,197404.26,0,26.3,4.81,181.74,13.5,Electronics,-250.0,2,In-Store,Card Payment
Asmara,2023-11-10,173946.2,0,28.5,2.25,80.15,7.9,Groceries,-390.66,10,In-Store,Card Payment
Eldoret,2021-09-29,133923.96,0,38.2,1.31,181.1,6.5,Groceries,1053.96,4,In-Store,Cash
Kigali,2023-08-25,13669.71,1,37.7,2.07,83.33,unknown,Electronics,919.92,7,In-Store,Card Payment
Livingstone,2021-12-04,61881.01,0,10.5,unknown,171.76,6.4,Furniture,,7,In-Store,Card Payment
Harare,2021-12-22,152083.7,1,36.9,3.47,179.98,6.4,Beverages,869.13,4,nan,Mobile Transfer
Kisumu,2023-03-03,66342.5,0,22.7,1.13,199.54,5.1,Furniture,-469.02,,nan,Mobile Transfer
Zanzibar,2022-01-22,,1,31.0,2.91,94.05,11.6,nan,762.32,,In-Store,Mobile Transfer
Kabwe,2023-03-21,,1,33.6,3.7,129.12,14.9,Electronics,1164.61,6,Online,Mobile Transfer
Livingstone,,61637.8,1,,2.78,116.42,15.3,Furniture,,3,In-Store,Mobile Transfer
unknown,2024-10-20,140326.26,0,10.3,,116.18,5.0,Clothing,-369.21,2,In-Store,Card Payment
Beira,2021-08-09,72889.45,0,16.5,4.66,153.71,19.3,Clothing,1481.94,1,Online,Mobile Transfer
Francistown,2022-09-06,,0,14.0,unknown,100.1,2.3,Beverages,212.18,10,In-Store,Mobile Transfer
,2022-05-12,40026.79,0,15.4,4.82,175.53,10.9,Furniture,,,In-Store,Mobile Transfer
Morogoro,2021-11-01,145933.93,1,27.5,3.83,183.48,18.1,Electronics,-330.5,2,In-Store,Cash
Livingstone,2021-08-04,39596.3,0,37.3,1.16,85.76,6.4,Groceries,,4,Online,Mobile Transfer
Gaborone,2022-02-18,83105.71,0,15.0,1.18,196.1,13.6,Electronics,42.35,3,Online,Card Payment
Gweru,2022-08-08,35674.55,1,35.9,4.49,180.81,4.0,Groceries,1098.4,8,In-Store,Card Payment
Kafue,2022-06-21,107050.18,0,32.7,4.17,120.81,16.4,Furniture,883.5,7,In-Store,Cash
Manzini,2020-12-09,,0,12.9,2.31,131.54,2.8,Clothing,667.3,4,In-Store,Mobile Transfer
Francistown,2021-08-20,59001.84,0,12.9,2.45,121.03,20.3,Electronics,1227.79,6,In-Store,Card Payment
Livingstone,2025-01-30,73392.88,0,37.5,2.6,108.05,6.5,Furniture,1495.61,5,In-Store,Card Payment
Morogoro,2024-11-23,,0,30.8,4.34,,15.1,Furniture,269.55,2,In-Store,Cash
Manzini,2025-05-20,192560.57,1,17.2,3.97,171.91,24.4,Furniture,282.45,7,Online,Card Payment
Dar_es_Salaam,2021-01-29,158932.71,1,20.4,3.05,172.97,10.4,Electronics,972.18,,Online,Mobile Transfer
Chipata,2024-01-11,,0,27.0,4.54,148.45,20.1,Electronics,788.7,8,In-Store,Cash
Mbeya,2022-09-26,113101.14,0,18.9,1.04,164.95,20.4,Beverages,-473.21,7,In-Store,Card Payment
Asmara,2021-02-19,127075.67,1,unknown,1.86,102.77,9.3,Electronics,810.85,6,In-Store,Card Payment
Bujumbura,2023-02-11,143712.03,0,30.9,3.7,145.76,15.7,Furniture,,2,In-Store,Mobile Transfer
Arusha,2024-03-17,137745.91,0,38.3,1.94,158.56,21.1,nan,1471.87,6,In-Store,Mobile Transfer
Gaborone,2023-04-16,58289.97,1,18.9,2.03,169.93,5.4,Clothing,673.54,,In-Store,Card Payment
Dar_es_Salaam,2022-10-10,55767.18,0,18.3,2.58,147.43,20.2,Beverages,868.84,6,In-Store,Mobile Transfer
Gweru,2022-05-31,43766.2,0,24.3,1.15,97.09,24.3,Electronics,1077.5,7,In-Store,Cash
Gweru,2024-06-29,79439.5,0,17.9,4.76,185.25,20.2,Beverages,-308.08,4,In-Store,
Morogoro,2022-01-24,135645.59,0,21.7,3.17,176.68,7.2,Electronics,969.3,10,In-Store,Cash
Arusha,2023-01-27,178300.93,1,23.0,2.18,105.27,10.9,Clothing,593.73,,In-Store,Card Payment
Zanzibar,2024-05-24,155370.22,1,,3.33,177.7,24.9,Clothing,-299.85,9,nan,Card Payment
Beira,2020-11-09,101728.97,0,24.6,1.02,91.76,unknown,nan,839.76,,Online,
